"generator","source_type","grade","layout_mode","transformer_count","transformers"
"Mapillar","photo","C","",3,"FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=122.7305799176112,67.21326518308271,107.0658829935254,style=pull,push,pull) | SwirlWarpTransformer(strength=1.50)"
"March2May_U2G","photo","A","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"MarsSize2016_nasa","photo","A","",4,"FluidWarpTransformer(alpha=1.79,sigma=7.59) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=45.75877502676262,125.2199816377827,65.58836989121282,style=pull,push,pull) | ThermalImagingTransformer(thermal=True)"
"MarsaPit_mro","photo","A","",1,"PosterizationTransformer(levels=4)"
"Medulla_Croman","photo","C","",3,"PixelSortTransformer(direction=rows,high=0.57,low=0.06,sort_key=red) | StippleTransformer(bg=white,dot_radius=4,jitter=1,spacing=14) | ThermalImagingTransformer(thermal=True)"
"MercuryTransit_Cortner","photo","A","",1,"OilPaintingTransformer(dyn_ratio=5,size=6)"
"Mermaid_Corke","photo","C","",4,"FisheyeTransformer(shape=circle,strength=0.61,zoom=0.94) | GlitchWarpTransformer(intensity=0.01) | MeltMorphTransformer(intensity=0.50) | StippleTransformer(bg=white,dot_radius=3,jitter=1,spacing=8)"
"MilkyWayRoad_landolfi","photo","A","",3,"ChromaticAberrationTransformer(angle=224.10,edge_fade=1,shift=4.60) | OilPaintingTransformer(dyn_ratio=3,size=8) | ThermalImagingTransformer(thermal=True)"
"MimasPIA17213_fig1","photo","F","",3,"FluidWarpTransformer(alpha=11.06,sigma=4.10) | FractalWarpTransformer(iter=1,scale=0.05) | KaleidoscopeTransformer(cx_off=-0.07,cy_off=0.18,segments=4)"
"Mimas_Cassini","photo","B","",3,"ChromaticAberrationTransformer(angle=330.70,edge_fade=1,shift=16.80) | StippleTransformer(bg=white,dot_radius=4,jitter=1,spacing=9) | WheelTransformer(blend=add,copies=3)"
"MirachNGC404KentWood","photo","C","",1,"PixelSortTransformer(direction=cols,high=0.65,low=0.05,sort_key=brightness)"
"Miss_Dol","photo","A","",2,"FlipWilsonTransformer(keep=top_left,narrow=0.38) | GlitchWarpTransformer(intensity=0.01)"
"Monnaie.","photo","A","",4,"ColormapTransformer(map=summer) | MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=cols,high=0.86,low=0.24,sort_key=brightness) | VoronoiTransformer(edge_blend=1,num_points=170)"
"Monnaie_","photo","A","",4,"ChromaticAberrationTransformer(angle=146.00,edge_fade=1,shift=14.40) | FluidWarpTransformer(alpha=8.30,sigma=3.73) | FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2)"
"Monument","photo","A","",3,"FlipWilsonTransformer(keep=top_left,narrow=0.31) | RadialWarpTransformer(radius=0.25,strength=38.796752236389366,37.05414655791326,style=push,push) | WheelTransformer(blend=lighter,copies=5)"
"MoonMullica_lodriguss","photo","A","",1,"ThermalImagingTransformer(thermal=True)"
"MoonVenusArg_2013_09_08_2169_16s950","photo","F","",4,"FisheyeTransformer(shape=oval,strength=0.41,zoom=1.00) | FlipWilsonTransformer(keep=top,narrow=0.48) | FluidWarpTransformer(alpha=0.33,sigma=0.77) | FractalWarpTransformer(iter=1,scale=0.05)"
"MoonVenusGeneva_giuliani","photo","A","",4,"FlipWilsonTransformer(keep=top,narrow=0.33) | KaleidoscopeTransformer(cx_off=0.15,cy_off=0.05,segments=6) | OilPaintingTransformer(dyn_ratio=1,size=3) | RadialWarpTransformer(radius=0.25,strength=60.206572013013336,118.25864181313509,100.24740362014613,style=pull,push,push)"
"Mosjouki","photo","A","",1,"WheelTransformer(blend=normal,copies=3)"
"MtStHele","photo","A","",3,"ColormapTransformer(map=winter) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"Mulher_A","photo","C","",2,"FluidWarpTransformer(alpha=16.86,sigma=2.90) | FractalWarpTransformer(iter=1,scale=0.05)"
"Musée_de","photo","B","",2,"ColormapTransformer(map=winter) | FisheyeTransformer(shape=circle,strength=0.63,zoom=0.93)"
"Méthode_","photo","A","",1,"FisheyeTransformer(shape=oval,strength=0.31,zoom=1.10)"
"NGC1055_MP_1024c","photo","C","",1,"HalftoneTransformer(size=2)"
"NGC1365_pugh900c","photo","F","",1,"KaleidoscopeTransformer(cx_off=0.09,cy_off=0.08,segments=6)"
"NGC4651_CFHT","photo","B","",4,"DataMoshTransformer(intensity=0.02) | PixelSortTransformer(direction=rows,high=0.80,low=0.16,sort_key=blue) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=78.9776158586318,style=push)"
"NGC5566_leshin900","photo","C","",1,"FluidWarpTransformer(alpha=18.44,sigma=6.51)"
"NGC602Web_goldman950","photo","C","",1,"HalftoneTransformer(size=2)"
"NGC602Web_goldman950","photo","C","",1,"HalftoneTransformer(size=2)"
"NGC7129_crawford900","photo","C","",3,"ChromaticAberrationTransformer(angle=280.10,edge_fade=1,shift=13.90) | PixelSortTransformer(direction=cols,high=0.79,low=0.16,sort_key=blue) | SwirlWarpTransformer(strength=1.50)"
"NGC7822_goldmanWeb4s_cr900","photo","C","",4,"ChromaticAberrationTransformer(angle=334.40,edge_fade=1,shift=5.50) | FisheyeTransformer(shape=circle,strength=0.45,zoom=1.10) | FlipWilsonTransformer(keep=bottom_right,narrow=0.46) | HalftoneTransformer(size=2)"
"NeowiseAlps_salzgeber","photo","A","",4,"FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=normal,copies=3)"
"Ngc2685_Thrun","photo","C","",1,"OilPaintingTransformer(dyn_ratio=1,size=5)"
"NightHidesTurkanaTafreshi","photo","A","",1,"WheelTransformer(blend=normal,copies=3)"
"Noah_Syn","photo","A","",4,"ColormapTransformer(map=hot) | DataMoshTransformer(intensity=0.02) | OilPaintingTransformer(dyn_ratio=4,size=3) | RadialWarpTransformer(radius=0.25,strength=47.099467065974295,96.80525091660712,style=push,pull)"
"NovaDel2013_081513westlake_key900","photo","A","",3,"SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=add,copies=4)"
"Overleig","photo","A","",4,"ChromaticAberrationTransformer(angle=246.80,edge_fade=1,shift=16.10) | ColormapTransformer(map=autumn) | FlipWilsonTransformer(keep=top_left,narrow=0.25) | HalftoneTransformer(size=2)"
"PIA20727PlutoNight1024c","photo","B","",2,"DataMoshTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=8,size=6)"
"Pa30V_NASA","photo","A","",4,"KaleidoscopeTransformer(cx_off=-0.20,cy_off=0.10,segments=4) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=83) | WheelTransformer(blend=normal,copies=4)"
"Page_36_","photo","B","",3,"OilPaintingTransformer(dyn_ratio=6,size=8) | RadialWarpTransformer(radius=0.25,strength=117.22081513333323,style=push) | ThermalImagingTransformer(thermal=True)"
"Page_45_","photo","A","",4,"FlipWilsonTransformer(keep=bottom_right,narrow=0.46) | FractalWarpTransformer(iter=1,scale=0.05) | SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True)"
"ParanalGeminids_Guisard","photo","A","",2,"FlipWilsonTransformer(keep=bottom_left,narrow=0.48) | PosterizationTransformer(levels=4)"
"PerigeeFullMoon2025Nov5C","photo","C","",3,"DataMoshTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=normal,copies=5)"
"Piccolin","photo","A","",4,"DataMoshTransformer(intensity=0.02) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=add,copies=3)"
"PinnaclesGalaxy_Goh","photo","C","",2,"FlipWilsonTransformer(keep=bottom_right,narrow=0.32) | VoronoiTransformer(edge_blend=1,num_points=192)"
"PlutoTrueColor_NewHorizons","photo","A","",1,"OilPaintingTransformer(dyn_ratio=4,size=7)"
"Prats__C","photo","A","",1,"RadialWarpTransformer(radius=0.25,strength=107.82374532740204,style=pull)"
"Prince_o","photo","F","",1,"StippleTransformer(bg=white,dot_radius=3,jitter=1,spacing=10)"
"Proceedi","photo","B","",4,"FlipWilsonTransformer(keep=bottom_right,narrow=0.32) | FluidWarpTransformer(alpha=16.92,sigma=5.24) | RadialWarpTransformer(radius=0.25,strength=138.02698659217378,38.6150619337858,113.77431329000426,style=push,pull,pull) | ThermalImagingTransformer(thermal=True)"
"ROLIS_descent_image_in_3Dc","photo","A","",1,"FlipWilsonTransformer(keep=top,narrow=0.48)"
"ROLIS_descent_image_in_3Dc","photo","A","",1,"HalftoneTransformer(size=2)"
"RSPuppis_Hubble_rba1024","photo","C","",4,"ChromaticAberrationTransformer(angle=334.60,edge_fade=1,shift=8.20) | OilPaintingTransformer(dyn_ratio=3,size=5) | RadialWarpTransformer(radius=0.25,strength=118.93205163439191,90.0398945766558,style=pull,push) | WatercolorTransformer(scale=0.85,style=monet)"
"Ratcliffe_Moon-Dog_IMG_9223_sm950","photo","A","",4,"FlipWilsonTransformer(keep=bottom,narrow=0.20) | MeltMorphTransformer(intensity=0.50) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"RedAuroraItaly_Hofer","photo","A","",4,"DataMoshTransformer(intensity=0.02) | OilPaintingTransformer(dyn_ratio=5,size=6) | PixelSortTransformer(direction=cols,high=0.77,low=0.07,sort_key=brightness) | WheelTransformer(blend=normal,copies=4)"
"Reel","photo","B","",1,"MeltMorphTransformer(intensity=0.50)"
"Remedial","photo","C","",2,"GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True)"
"RhoOph_WISE","photo","A","",4,"FisheyeTransformer(shape=oval,strength=0.74,zoom=1.07) | OilPaintingTransformer(dyn_ratio=7,size=5) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"RhoOphregion_jennings800","photo","C","",2,"ChromaticAberrationTransformer(angle=118.00,edge_fade=1,shift=10.10) | DataMoshTransformer(intensity=0.01)"
"Roman_Co","photo","A","",4,"PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=267) | WheelTransformer(blend=lighter,copies=4)"
"Rosette_ballauer","photo","C","",2,"SwirlWarpTransformer(strength=1.50) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"Ryugu01_Rover1aHayabusa2","photo","A","",3,"DataMoshTransformer(intensity=0.02) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"SHonda_ISS-Dragon-NY-0530","photo","A","",3,"MeltMorphTransformer(intensity=0.50) | WatercolorTransformer(scale=0.85,style=monet) | WheelTransformer(blend=lighter,copies=3)"
"SMC_Mtanous","photo","A","",3,"FluidWarpTransformer(alpha=10.81,sigma=7.94) | RadialWarpTransformer(radius=0.25,strength=135.86915027770527,style=push) | ThermalImagingTransformer(thermal=True)"
"STSCI-H-p1953b","photo","C","",4,"ChromaticAberrationTransformer(angle=358.90,edge_fade=1,shift=13.30) | OilPaintingTransformer(dyn_ratio=4,size=3) | PixelSortTransformer(direction=cols,high=0.59,low=0.35,sort_key=saturation) | SwirlWarpTransformer(strength=1.50)"
"STScI-H-1912b-panstarrs1024","photo","A","",3,"FlipWilsonTransformer(keep=bottom,narrow=0.32) | FluidWarpTransformer(alpha=3.22,sigma=3.84) | PixelSortTransformer(direction=cols,high=0.78,low=0.06,sort_key=blue)"
"Sanborn_","photo","C","",4,"KaleidoscopeTransformer(cx_off=0.13,cy_off=0.17,segments=12) | MeltMorphTransformer(intensity=0.50) | PosterizationTransformer(levels=4) | VoronoiTransformer(edge_blend=1,num_points=133)"
"Sant_Ben","photo","C","",3,"DataMoshTransformer(intensity=0.02) | StippleTransformer(bg=white,dot_radius=5,jitter=1,spacing=17) | VoronoiTransformer(edge_blend=1,num_points=181)"
"SaturnM44012506_westlake_c70","photo","B","",3,"DataMoshTransformer(intensity=0.02) | FractalWarpTransformer(iter=1,scale=0.05) | ThermalImagingTransformer(thermal=True)"
"SaturnSeasons_Fontes","photo","A","",4,"RadialWarpTransformer(radius=0.25,strength=108.5490441932201,73.07799606649198,style=push,push) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=118) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"Sh-2-240-RHa-GSII-BOIII_DLopez_IAC1024c","photo","C","",1,"PixelSortTransformer(direction=rows,high=0.90,low=0.18,sort_key=saturation)"
"Shinyrib","photo","A","",3,"PosterizationTransformer(levels=4) | VoronoiTransformer(edge_blend=1,num_points=310) | WheelTransformer(blend=lighter,copies=3)"
"SiccarPoint_CuriosityGill","photo","A","",1,"VoronoiTransformer(edge_blend=1,num_points=288)"
"Siemiony_las_31_01_2021","photo","A","",4,"DataMoshTransformer(intensity=0.02) | HalftoneTransformer(size=2) | MeltMorphTransformer(intensity=0.50) | OilPaintingTransformer(dyn_ratio=3,size=8)"
"Simplex_7-Passe","photo","A","",1,"PosterizationTransformer(levels=4)"
"Sky_towe","photo","A","",1,"FisheyeTransformer(shape=oval,strength=0.49,zoom=1.13)"
"Soul_Horne","photo","A","",3,"ColormapTransformer(map=hsv) | FluidWarpTransformer(alpha=11.56,sigma=0.97) | ThermalImagingTransformer(thermal=True)"
"South_St","photo","A","",2,"PixelSortTransformer(direction=rows,high=0.56,low=0.12,sort_key=red) | PosterizationTransformer(levels=4)"
"SpiderandFly_Morris","photo","C","",4,"FluidWarpTransformer(alpha=15.81,sigma=1.71) | HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=6,size=3) | PixelSortTransformer(direction=cols,high=0.67,low=0.30,sort_key=brightness)"
"St_Johan","photo","A","",4,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=rows,high=0.83,low=0.33,sort_key=saturation) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=82.3883622069107,127.672313661296,style=pull,push)"
"StarTrailsOne-MileRadioTelescope1050","photo","B","",1,"PosterizationTransformer(levels=4)"
"Stratocu","photo","A","",4,"DataMoshTransformer(intensity=0.01) | KaleidoscopeTransformer(cx_off=-0.03,cy_off=-0.00,segments=4) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=normal,copies=3)"
"Streamy_","photo","A","",1,"FluidWarpTransformer(alpha=13.58,sigma=2.35)"
"Street_S","photo","A","",3,"ColormapTransformer(map=spring) | PixelSortTransformer(direction=cols,high=0.71,low=0.13,sort_key=blue) | VoronoiTransformer(edge_blend=1,num_points=256)"
"Strega_apod_1024r","photo","A","",3,"GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"SunHalphaC_Ergun","photo","A","",3,"ColormapTransformer(map=spring) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"SunspotCastle_hackmann900","photo","F","",3,"FisheyeTransformer(shape=oval,strength=0.49,zoom=0.95) | KaleidoscopeTransformer(cx_off=-0.10,cy_off=-0.03,segments=6) | RadialWarpTransformer(radius=0.25,strength=64.64005960723483,61.69797577575823,114.88470123077396,style=push,pull,push)"
"Swan25B_Korona","photo","A","",4,"ChromaticAberrationTransformer(angle=298.20,edge_fade=1,shift=16.20) | FisheyeTransformer(shape=circle,strength=0.49,zoom=0.93) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=add,copies=3)"
"Swift_AGN_galaxies_labels900","photo","A","",4,"FisheyeTransformer(shape=oval,strength=0.57,zoom=0.90) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | RadialWarpTransformer(radius=0.25,strength=107.37951897665596,131.78836651898797,62.52277748970825,style=pull,push,pull)"
"Systofte","photo","F","",2,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=3,size=3)"
"TSE2017-W3035w","photo","C","",2,"DataMoshTransformer(intensity=0.02) | SwirlWarpTransformer(strength=1.50)"
"Tadpoles-of-IC-410-Trevor-Jones","photo","A","",1,"VoronoiTransformer(edge_blend=1,num_points=155)"
"Taka_Swa","photo","A","",4,"ChromaticAberrationTransformer(angle=49.50,edge_fade=1,shift=8.80) | ColormapTransformer(map=winter) | PixelSortTransformer(direction=cols,high=0.66,low=0.23,sort_key=saturation) | VoronoiTransformer(edge_blend=1,num_points=241)"
"Templo_D","photo","B","",4,"DataMoshTransformer(intensity=0.01) | FlipWilsonTransformer(keep=top_left,narrow=0.25) | FluidWarpTransformer(alpha=1.87,sigma=3.62) | ThermalImagingTransformer(thermal=True)"
"Tethys_Cassini","photo","A","",3,"FlipWilsonTransformer(keep=bottom_right,narrow=0.23) | MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=normal,copies=3)"
"The_Sale","photo","C","",3,"DataMoshTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=5,size=4) | SwirlWarpTransformer(strength=1.50)"
"Tian_xia","photo","C","",2,"DataMoshTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"Toedi","photo","A","",4,"ChromaticAberrationTransformer(angle=262.90,edge_fade=1,shift=7.30) | DataMoshTransformer(intensity=0.02) | FlipWilsonTransformer(keep=left,narrow=0.49) | RadialWarpTransformer(radius=0.25,strength=126.903056792233,36.02278119569188,56.001114772259704,style=pull,push,pull)"
"Traité_c","photo","F","",4,"ChromaticAberrationTransformer(angle=190.10,edge_fade=1,shift=17.80) | GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=cols,high=0.80,low=0.10,sort_key=saturation) | PosterizationTransformer(levels=4)"
"Tribeca_","photo","A","",3,"OilPaintingTransformer(dyn_ratio=2,size=8) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=257)"
"Tuyo_lux","photo","A","",3,"ColormapTransformer(map=ocean) | DataMoshTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50)"
"Venus_Radu-Mihai_MG_3429_1067px","photo","C","",1,"FluidWarpTransformer(alpha=19.62,sigma=7.64)"
"Whithorn","photo","A","",2,"FractalWarpTransformer(iter=1,scale=0.05) | WheelTransformer(blend=lighter,copies=5)"
"Wien_02_","photo","B","",2,"GlitchWarpTransformer(intensity=0.01) | RadialWarpTransformer(radius=0.25,strength=129.22963637049867,41.46176006180301,style=push,push)"
"Witchhead_Cogo","photo","A","",3,"ColormapTransformer(map=bone) | FluidWarpTransformer(alpha=7.04,sigma=3.01) | SwirlWarpTransformer(strength=1.50)"
"Zapis-03","photo","A","",3,"FlipWilsonTransformer(keep=bottom_right,narrow=0.32) | MeltMorphTransformer(intensity=0.50) | OilPaintingTransformer(dyn_ratio=5,size=5)"
"a11pan1040226lftsm600","photo","A","",2,"FluidWarpTransformer(alpha=2.71,sigma=1.86) | VoronoiTransformer(edge_blend=1,num_points=143)"
"a17anaglyph_vanMeijgaarden_1024v","photo","A","",4,"ChromaticAberrationTransformer(angle=54.20,edge_fade=1,shift=9.20) | FlipWilsonTransformer(keep=top,narrow=0.46) | MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=normal,copies=4)"
"abell1185_cfht","photo","A","",4,"DataMoshTransformer(intensity=0.02) | FluidWarpTransformer(alpha=2.67,sigma=2.99) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=monet)"
"airglow120824_ladanyi_600h","photo","C","",3,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=rows,high=0.92,low=0.10,sort_key=blue) | VoronoiTransformer(edge_blend=1,num_points=74)"
"allsky_planck950c","photo","A","",3,"FisheyeTransformer(shape=oval,strength=0.55,zoom=1.10) | FluidWarpTransformer(alpha=13.10,sigma=3.05) | OilPaintingTransformer(dyn_ratio=8,size=7)"
"antikythera_wikipedia","photo","A","",1,"DataMoshTransformer(intensity=0.01)"
"atlantisrollout_sts135","photo","C","",1,"StippleTransformer(bg=white,dot_radius=5,jitter=1,spacing=15)"
